@relation mushroom-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.Remove-R16-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute cap-shape {b,c,f,k,s,x}
@attribute cap-surface {f,g,s,y}
@attribute cap-color {b,c,e,g,n,p,r,u,w,y}
@attribute bruises? {f,t}
@attribute odor {a,c,f,l,m,n,p,s,y}
@attribute gill-attachment {a,d,f,n}
@attribute gill-spacing {c,d,w}
@attribute gill-size {b,n}
@attribute gill-color {b,e,g,h,k,n,o,p,r,u,w,y}
@attribute stalk-shape {e,t}
@attribute stalk-root {b,c,e,r,u,z}
@attribute stalk-surface-above-ring {f,k,s,y}
@attribute stalk-surface-below-ring {f,k,s,y}
@attribute stalk-color-above-ring {b,c,e,g,n,o,p,w,y}
@attribute stalk-color-below-ring {b,c,e,g,n,o,p,w,y}
@attribute veil-color {n,o,w,y}
@attribute ring-number {n,o,t}
@attribute ring-type {c,e,f,l,n,p,s,z}
@attribute spore-print-color {b,h,k,n,o,r,u,w,y}
@attribute population {a,c,n,s,v,y}
@attribute habitat {d,g,l,m,p,u,w}
@attribute Class {e,p}

@data
f,y,g,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,n,v,d,e
f,y,e,t,n,f,c,b,b,t,b,s,s,g,g,w,o,p,k,v,d,e
f,y,y,f,n,f,c,b,p,e,b,k,k,b,p,w,o,l,h,y,p,p
f,f,e,t,n,f,c,b,b,t,b,s,s,w,w,w,o,p,k,y,d,e
f,y,e,t,n,f,c,b,w,t,b,s,s,w,p,w,o,p,n,v,d,e
f,f,g,t,n,f,c,b,u,t,b,s,s,p,w,w,o,p,n,v,d,e
f,y,e,t,n,f,c,b,n,t,b,s,s,g,w,w,o,p,n,y,d,e
f,f,g,t,n,f,c,b,u,t,b,s,s,w,p,w,o,p,k,v,d,e
f,y,n,f,n,f,c,b,u,t,b,s,s,w,p,w,o,p,w,y,d,e
f,y,n,t,n,f,c,b,w,t,b,s,s,p,w,w,o,p,k,v,d,e
f,y,n,t,n,f,c,b,b,t,b,s,s,g,g,w,o,p,n,v,d,e
f,f,e,f,n,f,c,b,n,t,b,s,s,w,p,w,o,p,n,y,d,e
f,y,e,t,n,f,c,b,w,t,b,s,s,w,p,w,o,p,n,y,d,e
f,f,g,t,n,f,c,b,w,t,b,s,s,w,g,w,o,p,k,y,d,e
x,f,g,t,n,f,c,b,p,t,b,s,s,p,w,w,o,p,n,y,d,e
f,y,n,t,n,f,c,b,p,t,b,s,s,w,p,w,o,p,n,y,d,e
f,y,n,f,n,f,c,b,p,t,b,s,s,g,p,w,o,p,n,v,d,e
x,f,e,t,n,f,c,b,n,t,b,s,s,g,w,w,o,p,k,y,d,e
f,f,n,t,n,f,c,b,p,t,b,s,s,w,w,w,o,p,k,y,d,e
x,f,g,f,f,f,c,b,h,e,b,k,k,n,w,w,o,l,h,y,p,p
f,y,e,t,n,f,c,b,p,t,b,s,s,w,p,w,o,p,w,y,d,e
x,y,n,t,n,f,c,b,n,t,b,s,s,w,g,w,o,p,k,y,d,e
f,y,n,t,n,f,c,b,w,t,b,s,s,p,p,w,o,p,n,v,d,e
f,y,n,t,n,f,c,b,w,t,b,s,s,g,p,w,o,p,k,y,d,e
f,y,g,t,n,f,c,b,w,t,b,s,s,p,g,w,o,p,n,y,d,e
x,f,g,f,n,f,c,b,h,e,b,k,k,p,n,w,o,p,w,v,d,p
f,f,n,t,n,f,c,b,b,t,b,s,s,p,w,w,o,p,n,v,d,e
f,f,n,f,f,f,c,b,b,e,b,k,k,p,b,w,o,l,h,v,d,p
f,y,g,t,n,f,c,b,u,t,b,s,s,p,p,w,o,p,n,y,d,e
f,y,g,t,n,f,c,b,n,t,b,s,s,g,g,w,o,p,n,v,d,e
f,y,g,t,n,f,c,b,u,t,b,s,s,p,w,w,o,p,k,y,d,e
f,f,y,f,n,f,c,b,h,e,b,k,s,p,b,w,o,l,w,v,p,p
x,y,n,f,n,f,c,b,n,t,b,s,s,w,w,w,o,p,n,v,d,e
f,y,g,t,n,f,c,b,p,t,b,s,s,g,g,w,o,p,n,y,d,e
f,y,g,f,f,f,c,b,h,t,b,k,k,w,n,w,o,l,h,v,d,p
x,y,n,f,n,f,c,b,w,t,b,s,s,g,w,w,o,p,w,v,d,e
x,f,g,f,c,f,c,b,u,e,b,s,s,w,w,w,o,p,w,s,d,p
x,y,e,t,n,f,c,b,b,t,b,s,s,p,w,w,o,p,n,y,d,e
x,s,n,f,c,f,w,b,g,e,b,s,s,w,w,w,o,p,k,s,d,p
x,y,n,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,k,v,d,e
x,s,n,f,n,f,c,n,n,e,b,s,s,w,w,w,o,p,n,v,d,p
f,y,e,t,n,f,c,b,p,t,b,s,s,p,p,w,o,p,n,y,d,e
f,y,g,t,n,f,c,b,u,t,b,s,s,w,g,w,o,p,n,v,d,e
f,f,e,t,n,f,c,b,p,t,b,s,s,w,w,w,o,p,k,y,d,e
f,y,e,t,n,f,c,b,w,t,b,s,s,g,w,w,o,p,n,y,d,e
x,s,n,f,c,f,c,n,b,e,b,s,s,w,w,w,o,p,k,s,d,p
f,y,e,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,k,y,d,e
f,y,e,t,n,f,c,b,n,t,b,s,s,g,g,w,o,p,k,v,d,e
x,f,p,f,c,f,w,n,n,t,b,s,s,w,w,w,o,p,k,v,d,p
f,f,e,t,n,f,c,b,u,t,b,s,s,p,p,w,o,p,k,y,d,e
x,s,p,f,c,f,c,n,u,t,b,s,s,w,w,w,o,p,n,v,d,p
f,f,e,t,n,f,c,b,w,t,b,s,s,p,g,w,o,p,k,y,d,e
f,f,g,f,n,f,c,b,g,e,b,k,k,b,p,w,o,l,h,y,g,p
f,y,n,t,n,f,c,b,p,t,b,s,s,g,p,w,o,p,n,y,d,e
x,f,n,f,f,f,c,b,h,e,b,k,k,n,p,w,o,l,h,y,g,p
f,y,n,f,n,f,c,b,n,t,b,s,s,w,p,w,o,p,k,v,d,e
f,y,e,t,n,f,c,b,u,t,b,s,s,p,w,w,o,p,n,v,d,e
f,y,n,t,n,f,c,b,u,t,b,s,s,p,p,w,o,p,k,v,d,e
x,s,p,f,n,f,w,n,g,e,b,s,s,w,w,w,o,p,k,s,d,p
x,y,g,f,f,f,c,b,h,e,b,k,k,n,p,w,o,l,w,y,d,p
f,f,e,t,n,f,c,b,p,t,b,s,s,w,p,w,o,p,n,v,d,e
f,f,g,t,n,f,c,b,w,t,b,s,s,w,w,w,o,p,k,v,d,e
f,y,g,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,k,v,d,e
f,y,e,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,w,y,d,e
f,y,e,t,n,f,c,b,u,t,b,s,s,w,w,w,o,p,k,v,d,e
x,f,g,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,n,y,d,e
x,f,g,f,f,f,c,b,g,e,b,k,k,w,w,w,o,l,h,y,d,p
x,y,n,t,n,f,c,b,u,t,b,s,s,g,p,w,o,p,n,y,d,e
f,y,e,t,n,f,c,b,u,t,b,s,s,w,p,w,o,p,k,y,d,e
f,f,e,t,n,f,c,b,n,t,b,s,s,p,w,w,o,p,k,y,d,e
x,f,n,f,c,f,c,n,n,e,b,s,s,w,w,w,o,p,k,v,d,p
f,y,e,t,n,f,c,b,p,t,b,s,s,g,p,w,o,p,k,y,d,e
f,y,n,f,n,f,c,b,b,t,b,s,s,w,w,w,o,p,n,y,d,e
x,y,n,f,f,f,c,b,p,e,b,k,k,n,b,w,o,l,h,y,g,p
f,y,g,f,n,f,c,b,n,t,b,s,s,p,w,w,o,p,n,y,d,e
x,s,w,f,c,f,c,n,n,e,b,s,s,w,w,w,o,p,k,v,d,p
f,f,e,t,n,f,c,b,n,t,b,s,s,p,p,w,o,p,w,v,d,e
x,s,w,f,c,f,c,n,n,e,b,s,s,w,w,w,o,p,w,s,d,p
x,f,g,f,f,f,c,b,g,e,b,k,k,p,p,w,o,l,h,v,d,p
x,f,g,f,f,f,c,b,h,t,b,k,s,b,p,w,o,l,h,y,d,p
f,y,g,f,n,f,c,b,u,t,b,s,s,g,g,w,o,p,n,v,d,e
f,y,g,t,n,f,c,b,p,t,b,s,s,w,g,w,o,p,n,v,d,e
f,y,e,t,n,f,c,b,p,t,b,s,s,p,w,w,o,p,n,y,d,e
f,y,e,t,n,f,c,b,p,t,b,s,s,w,g,w,o,p,k,y,d,e
x,f,g,f,n,f,c,b,h,e,b,k,k,b,n,w,o,l,h,v,p,p
f,f,e,t,n,f,c,b,u,t,b,s,s,p,w,w,o,p,n,y,d,e
f,f,e,t,n,f,c,b,n,t,b,s,s,g,p,w,o,p,k,y,d,e
x,y,g,f,f,f,c,b,g,e,b,s,k,n,w,w,o,l,h,v,g,p
f,f,e,t,n,f,c,b,u,t,b,s,s,w,w,w,o,p,k,y,d,e
x,f,g,f,c,f,w,n,p,t,b,s,s,w,w,w,o,p,n,v,d,p
f,y,g,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,k,y,d,e
f,y,e,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,n,y,d,e
x,y,e,t,n,f,c,b,n,t,b,s,s,p,w,w,o,p,n,v,d,e
f,y,g,t,n,f,c,b,w,t,b,s,s,w,p,w,o,p,k,y,d,e
x,f,e,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,w,y,d,e
f,y,g,t,n,f,c,b,u,t,b,s,s,p,w,w,o,p,k,y,d,e
x,y,p,f,c,f,c,n,p,e,b,s,s,w,w,w,o,p,k,s,d,p
f,y,n,t,n,f,c,b,u,t,b,s,s,w,w,w,o,p,n,v,d,e
x,f,g,f,f,f,c,b,p,e,b,k,k,b,w,w,o,l,h,v,d,p
f,y,e,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,k,v,d,e
f,y,g,t,n,f,c,b,b,t,b,s,s,g,w,w,o,p,n,v,d,e
f,f,e,t,n,f,c,b,n,t,b,s,s,p,g,w,o,p,w,v,d,e
x,s,w,f,c,f,c,n,b,e,b,s,s,w,w,w,o,p,n,v,d,p
x,f,w,f,c,f,w,n,n,e,b,s,s,w,w,w,o,p,w,v,d,p
x,y,n,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,n,v,d,e
f,f,e,t,n,f,c,b,w,t,b,s,s,w,g,w,o,p,k,v,d,e
f,y,e,t,n,f,c,b,w,t,b,s,s,g,p,w,o,p,k,v,d,e
x,y,g,t,n,f,c,b,u,t,b,s,s,g,p,w,o,p,n,y,d,e
x,f,g,f,f,f,c,b,p,e,b,k,k,n,p,w,o,l,h,v,d,p
x,f,w,f,c,f,w,n,n,e,b,s,s,w,w,w,o,p,w,v,d,p
f,y,n,t,n,f,c,b,w,t,b,s,s,w,w,w,o,p,k,v,d,e
f,f,e,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,k,v,d,e
x,f,w,f,c,f,w,n,u,e,b,s,s,w,w,w,o,p,k,v,d,p
x,s,g,f,n,f,w,n,p,t,b,s,s,w,w,w,o,p,k,s,d,p
x,y,n,f,n,f,c,b,b,t,b,s,s,p,p,w,o,p,k,v,d,e
x,f,n,f,f,f,c,b,h,t,b,k,k,b,p,w,o,l,h,v,d,p
x,f,g,f,n,f,c,n,p,e,b,s,s,w,w,w,o,p,n,v,d,p
x,f,n,f,n,f,c,b,b,e,b,s,k,n,p,w,o,l,h,v,d,p
x,s,g,f,c,f,c,n,n,e,b,s,s,w,w,w,o,p,n,v,d,p
x,f,g,t,n,f,c,b,w,t,b,s,s,p,g,w,o,p,w,v,d,e
x,f,p,f,c,f,c,n,u,e,b,s,s,w,w,w,o,p,k,s,d,p
f,f,e,t,n,f,c,b,n,t,b,s,s,g,p,w,o,p,n,v,d,e
x,s,n,f,c,f,c,n,n,e,b,s,s,w,w,w,o,p,k,v,d,p
x,y,g,f,c,f,w,n,p,e,b,s,s,w,w,w,o,p,k,s,d,p
f,y,e,t,n,f,c,b,p,t,b,s,s,g,g,w,o,p,k,y,d,e
x,f,g,f,c,f,c,n,n,e,b,s,s,w,w,w,o,p,k,s,d,p
x,s,g,f,c,f,c,n,n,e,b,s,s,w,w,w,o,p,k,v,d,p
f,y,n,t,n,f,c,b,u,t,b,s,s,w,g,w,o,p,n,y,d,e
f,y,n,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,n,y,d,e
x,f,g,f,c,f,w,n,g,e,b,s,s,w,w,w,o,p,n,s,d,p
f,f,n,t,n,f,c,b,p,t,b,s,s,w,g,w,o,p,k,v,d,e
x,s,w,f,c,f,c,n,n,e,b,s,s,w,w,w,o,p,n,s,d,p
f,y,n,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,k,v,d,e
x,f,g,f,f,f,c,b,h,e,b,k,k,n,b,w,o,l,h,v,d,p
f,y,g,f,f,f,c,b,g,e,b,k,k,w,b,w,o,l,h,y,g,p
f,y,n,t,n,f,c,b,n,t,b,s,s,p,g,w,o,p,k,v,d,e
x,f,g,f,f,f,c,b,b,e,b,k,k,n,w,w,o,l,h,v,g,p
f,y,g,t,n,f,c,b,b,t,b,s,s,w,w,w,o,p,n,v,d,e
x,f,g,f,f,f,c,b,g,e,b,k,k,n,n,w,o,l,w,y,g,p
f,f,g,f,f,f,c,b,p,e,b,k,k,n,p,w,o,p,h,y,p,p
f,f,e,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,k,v,d,e
x,f,g,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,k,v,d,e
x,f,w,f,c,f,c,n,p,e,b,s,s,w,w,w,o,p,n,v,d,p
f,f,g,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,n,y,d,e
x,f,g,f,f,f,c,b,p,e,b,k,k,b,p,w,o,l,h,y,p,p
x,y,y,f,f,f,c,b,h,e,b,k,k,n,b,w,o,l,w,v,d,p
f,y,g,f,f,f,c,b,p,e,b,k,k,n,p,w,o,p,h,y,p,p
x,f,y,f,f,f,c,b,p,e,b,k,k,p,b,w,o,l,h,v,g,p
x,f,n,f,n,f,w,n,g,e,b,s,s,w,w,w,o,p,n,v,d,p
x,y,y,f,f,f,c,b,h,e,b,k,k,b,n,w,o,l,h,y,d,p
x,y,n,f,f,f,c,b,b,e,b,k,k,w,p,w,o,l,h,v,d,p
x,f,y,f,f,f,c,b,h,e,b,s,k,n,n,w,o,l,h,v,d,p
f,f,n,f,f,f,c,b,h,e,b,s,k,p,n,w,o,l,h,v,d,p
f,y,y,f,f,f,c,b,g,e,b,k,k,n,w,w,o,l,h,y,d,p
f,y,g,t,n,f,c,b,n,t,b,s,s,w,g,w,o,p,k,y,d,e
x,y,g,f,f,f,c,b,g,t,b,k,k,b,n,w,o,p,h,y,g,p
f,f,y,f,n,f,c,b,p,e,b,k,k,n,b,w,o,l,h,y,p,p
f,y,y,f,f,f,c,b,g,e,b,k,k,p,b,w,o,l,h,y,g,p
x,f,g,t,n,f,c,b,w,t,b,s,s,w,w,w,o,p,w,y,d,e
f,y,n,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,w,v,d,e
f,y,e,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,n,v,d,e
x,y,y,f,f,f,c,b,h,e,b,k,k,n,p,w,o,l,h,v,g,p
f,y,g,f,f,f,c,b,g,e,b,k,k,b,b,w,o,l,h,v,g,p
f,y,n,f,f,f,c,b,h,e,b,k,k,w,b,w,o,l,h,v,d,p
f,y,e,t,n,f,c,b,w,t,b,s,s,p,w,w,o,p,k,y,d,e
f,y,g,f,f,f,c,b,p,t,b,k,k,n,w,w,o,l,h,v,g,p
f,f,e,t,n,f,c,b,n,t,b,s,s,g,w,w,o,p,k,v,d,e
f,f,g,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,k,v,d,e
f,f,g,t,n,f,c,b,b,t,b,s,s,g,p,w,o,p,n,v,d,e
x,f,g,f,f,f,c,b,p,e,b,k,k,b,b,w,o,l,h,v,d,p
x,y,y,f,f,f,c,b,p,e,b,k,k,b,b,w,o,l,h,v,g,p
f,f,y,f,f,f,c,b,h,e,b,k,k,b,n,w,o,l,h,y,g,p
f,y,e,t,n,f,c,b,p,t,b,s,s,g,p,w,o,p,w,v,d,e
x,f,y,f,n,f,c,b,h,e,b,k,k,p,n,w,o,l,h,y,d,p
f,y,g,f,f,f,c,b,h,e,b,s,k,p,b,w,o,l,h,y,p,p
f,f,y,f,f,f,c,b,g,e,b,k,k,p,p,w,o,l,h,v,g,p
f,y,n,f,f,f,c,b,g,e,b,k,k,w,b,w,o,l,h,v,d,p
x,y,g,f,f,f,c,b,b,e,b,k,k,n,w,w,o,l,h,y,p,p
f,f,y,f,f,f,c,b,b,e,b,k,k,b,b,w,o,l,h,v,p,p
x,s,p,f,c,f,c,b,g,e,b,s,s,w,w,w,o,p,n,s,d,p
x,y,y,f,f,f,c,b,p,e,b,k,k,n,n,w,o,l,h,v,g,p
f,f,n,f,n,f,c,b,u,t,b,s,s,g,g,w,o,p,k,v,d,e
f,y,n,t,n,f,c,b,n,t,b,s,s,g,p,w,o,p,w,y,d,e
x,f,p,f,c,f,c,n,n,e,b,s,s,w,w,w,o,p,n,v,d,p
x,f,y,f,f,f,c,b,h,e,b,k,s,b,b,w,o,l,h,v,g,p
f,y,g,f,f,f,c,b,p,e,b,k,k,b,p,w,o,l,h,v,g,p
x,y,g,t,n,f,c,b,p,t,b,s,s,w,p,w,o,p,k,y,d,e
x,f,e,t,n,f,c,b,p,t,b,s,s,w,g,w,o,p,n,y,d,e
f,y,g,f,f,f,c,b,p,e,b,k,k,b,w,w,o,l,h,v,d,p
f,y,g,f,n,f,c,b,u,t,b,s,s,w,g,w,o,p,w,v,d,e
x,f,y,f,f,f,c,b,g,e,b,k,k,n,p,w,o,l,w,v,d,p
f,y,g,f,f,f,c,b,g,e,b,k,k,n,n,w,o,l,h,v,g,p
f,f,e,t,n,f,c,b,p,t,b,s,s,g,g,w,o,p,n,v,d,e
x,y,y,f,f,f,c,b,b,t,b,k,s,n,n,w,o,l,h,v,g,p
f,f,n,f,f,f,c,b,b,e,b,k,k,w,b,w,o,l,h,y,d,p
x,y,n,f,f,f,c,b,p,e,b,k,k,p,p,w,o,l,w,v,g,p
f,f,g,f,f,f,c,b,g,e,b,k,k,w,b,w,o,p,h,y,g,p
x,s,p,f,c,f,w,n,n,e,b,s,s,w,w,w,o,p,w,s,d,p
x,f,g,f,c,f,c,b,g,e,b,s,s,w,w,w,o,p,k,s,d,p
x,y,g,f,f,f,c,b,g,e,b,k,k,b,p,w,o,l,h,v,p,p
x,y,y,f,f,f,c,b,h,e,b,k,k,b,p,w,o,l,h,y,p,p
f,y,g,f,f,f,c,b,b,e,b,s,k,p,n,w,o,l,h,v,d,p
f,y,g,f,n,f,c,b,u,t,b,s,s,w,w,w,o,p,n,v,d,e
x,s,g,t,f,f,c,b,w,t,b,f,s,w,w,w,o,p,h,v,u,p
x,y,y,f,f,f,c,b,g,e,b,k,k,p,b,w,o,l,h,y,d,p
f,f,g,t,n,f,c,b,w,t,b,s,s,p,w,w,o,p,k,v,d,e
f,f,n,f,f,f,c,b,g,e,b,k,k,p,b,w,o,l,h,y,d,p
x,y,g,f,f,f,c,b,h,e,b,k,k,b,b,w,o,l,h,y,p,p
f,f,y,f,f,f,c,b,g,e,b,k,k,w,b,w,o,l,h,v,p,p
x,y,g,f,n,f,c,b,h,t,b,s,k,b,n,w,o,l,h,y,g,p
f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,w,o,l,h,y,g,p
f,y,y,f,f,f,c,b,h,e,b,k,k,n,b,w,o,l,h,y,p,p
x,y,y,f,f,f,c,b,p,e,b,k,k,p,n,w,o,l,h,y,p,p
x,s,n,f,c,f,c,n,g,t,b,s,s,w,w,w,o,p,k,v,d,p
x,y,g,f,f,f,c,b,g,e,b,k,k,b,n,w,o,l,h,v,p,p
x,f,g,f,f,f,c,b,p,e,b,k,k,b,b,w,o,l,h,y,p,p
f,y,n,t,n,f,c,b,u,t,b,s,s,p,p,w,o,p,n,v,d,e
f,f,g,t,n,f,c,b,w,t,b,s,s,p,w,w,o,p,w,v,d,e
x,y,n,f,f,f,c,b,g,e,b,k,k,w,b,w,o,l,h,y,d,p
x,s,p,f,c,f,c,n,u,t,b,s,s,w,w,w,o,p,n,s,d,p
f,f,g,f,f,f,c,b,b,e,b,k,k,n,n,w,o,l,h,v,d,p
x,f,g,f,f,f,c,b,h,e,b,k,k,b,b,w,o,l,h,v,g,p
x,y,n,f,c,f,c,n,u,e,b,s,s,w,w,w,o,p,k,v,d,p
f,f,e,t,n,f,c,b,w,t,b,s,s,w,w,w,o,p,n,v,d,e
f,y,g,f,f,f,c,b,p,e,b,k,k,b,n,w,o,l,h,v,g,p
x,f,p,f,c,f,w,b,b,t,b,s,s,w,w,w,o,p,k,v,d,p
f,s,w,t,f,f,c,b,p,t,b,f,s,w,w,w,o,p,h,v,g,p
x,y,y,f,n,f,c,b,p,e,b,k,k,n,n,w,o,p,h,v,p,p
x,y,b,t,n,f,c,b,e,e,b,s,s,e,w,w,t,e,w,c,w,e
x,f,g,f,f,f,c,b,g,e,b,k,k,n,p,w,o,l,h,y,d,p
x,f,g,f,f,f,c,b,p,e,b,k,k,p,n,w,o,l,h,y,g,p
x,f,y,f,n,f,c,b,h,e,b,k,k,n,b,w,o,l,h,v,g,p
f,f,y,f,n,f,c,b,h,e,b,k,k,p,p,w,o,l,h,v,g,p
f,y,g,t,n,f,c,b,u,t,b,s,s,p,g,w,o,p,n,y,d,e
x,f,n,f,f,f,c,b,b,e,b,k,s,p,p,w,o,l,w,v,d,p
x,y,g,f,f,f,c,b,h,e,b,k,k,p,p,w,o,p,w,v,d,p
f,f,g,f,f,f,c,b,b,e,b,k,k,n,n,w,o,l,h,y,g,p
x,f,g,f,c,f,w,n,b,e,b,s,s,w,w,w,o,p,n,s,d,p
x,f,g,f,n,f,c,n,u,e,b,s,s,w,w,w,o,p,n,v,d,p
x,y,g,f,f,f,c,b,b,e,b,k,k,p,n,w,o,l,h,v,g,p
x,s,n,t,f,f,c,b,h,t,b,s,s,w,w,w,o,p,h,s,g,p
x,y,g,f,f,f,c,b,h,e,b,k,k,p,b,w,o,l,h,v,g,p
f,y,g,t,n,f,c,b,n,t,b,s,s,p,w,w,o,p,w,y,d,e
f,f,y,f,f,f,c,b,p,e,b,k,k,b,b,w,o,l,h,v,d,p
f,f,e,t,n,f,c,b,p,t,b,s,s,w,p,w,o,p,k,v,d,e
f,y,g,f,f,f,c,b,p,e,b,k,k,w,b,w,o,l,h,y,d,p
f,y,n,t,n,f,c,b,n,t,b,s,s,g,w,w,o,p,k,v,d,e
f,f,e,t,n,f,c,b,w,t,b,s,s,g,p,w,o,p,k,y,d,e
x,y,g,f,f,f,c,b,g,t,b,k,s,n,p,w,o,l,h,y,d,p
x,y,g,f,f,f,c,b,h,e,b,k,s,b,p,w,o,l,h,v,d,p
f,f,n,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,w,v,d,e
f,f,g,f,f,f,c,b,p,e,b,k,k,w,b,w,o,l,h,v,p,p
f,f,g,t,n,f,c,b,w,t,b,s,s,p,p,w,o,p,k,y,d,e
f,y,e,t,n,f,c,b,w,t,b,s,s,w,g,w,o,p,k,y,d,e
f,y,e,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,w,v,d,e
f,f,n,f,f,f,c,b,g,e,b,k,s,n,n,w,o,l,h,y,p,p
x,f,e,t,n,f,c,b,u,t,b,s,s,g,p,w,o,p,k,v,d,e
f,y,g,f,f,f,c,b,p,e,b,k,k,p,b,w,o,l,h,v,d,p
x,y,y,f,f,f,c,b,p,e,b,k,k,p,w,w,o,l,h,v,p,p
f,y,y,f,f,f,c,b,p,e,b,k,k,b,b,w,o,l,h,v,d,p
x,f,n,f,f,f,c,b,g,e,b,s,k,w,p,w,o,l,h,v,p,p
x,y,y,f,f,f,c,b,p,e,b,k,k,n,n,w,o,l,h,v,d,p
x,f,g,t,n,f,c,b,u,t,b,s,s,g,g,w,o,p,n,v,d,e
x,y,g,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,n,v,d,e
x,y,g,f,f,f,c,b,g,e,b,k,k,b,p,w,o,l,h,v,g,p
f,f,y,f,f,f,c,b,h,e,b,k,k,p,p,w,o,l,h,y,d,p
x,y,g,f,f,f,c,b,p,e,b,k,k,p,b,w,o,l,h,y,p,p
x,y,e,f,y,f,c,n,b,t,b,k,s,w,w,w,o,p,w,v,p,p
x,y,g,f,f,f,c,b,h,e,b,k,k,n,w,w,o,l,h,y,d,p
x,y,g,f,f,f,c,b,b,e,b,k,k,p,p,w,o,l,h,v,g,p
x,s,g,f,c,f,w,n,u,e,b,s,s,w,w,w,o,p,n,v,d,p
f,f,g,f,f,f,c,b,p,e,b,k,k,w,b,w,o,l,h,v,g,p
x,s,b,t,f,f,c,b,b,t,b,s,f,w,w,w,o,p,h,s,g,p
x,y,g,f,f,f,c,b,p,e,b,k,k,n,p,w,o,l,h,v,d,p
x,y,y,f,f,f,c,b,p,t,b,k,k,p,p,w,o,l,h,y,d,p
x,s,w,f,n,f,w,n,u,e,b,s,s,w,w,w,o,p,k,s,d,p
x,y,y,f,f,f,c,b,h,e,b,k,k,p,n,w,o,l,h,v,d,p
f,f,e,t,n,f,c,b,w,t,b,s,s,w,p,w,o,p,k,v,d,e
x,y,g,f,f,f,c,b,h,e,b,s,k,p,p,w,o,l,w,y,g,p
x,f,y,f,n,f,c,b,p,e,b,k,k,n,p,w,o,l,h,v,d,p
x,f,y,f,f,f,c,b,p,e,b,k,k,p,b,w,o,l,h,v,d,p
f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,w,o,l,w,v,d,p
x,f,y,f,f,f,c,b,h,e,b,k,k,n,w,w,o,l,h,y,d,p
f,f,g,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,k,v,d,e
x,f,g,f,f,f,c,b,p,e,b,k,k,p,p,w,o,l,h,y,d,p
f,y,n,t,n,f,c,b,b,t,b,s,s,w,w,w,o,p,n,y,d,e
f,y,g,f,f,f,c,b,b,e,b,k,k,b,w,w,o,l,h,v,d,p
f,f,g,f,f,f,c,b,p,e,b,k,k,p,p,w,o,l,h,y,p,p
f,f,g,f,f,f,c,b,g,e,b,k,k,w,b,w,o,l,h,v,d,p
x,s,w,f,c,f,w,n,u,e,b,s,s,w,w,w,o,p,k,v,d,p
x,y,g,f,n,f,c,b,h,e,b,k,k,n,n,w,o,l,h,y,d,p
f,y,n,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,k,v,d,e
x,f,w,f,c,f,c,n,u,e,b,s,s,w,w,w,o,p,k,s,d,p
x,f,y,f,f,f,c,b,p,e,b,k,k,p,b,w,o,l,w,v,d,p
x,f,y,f,f,f,c,b,p,e,b,k,k,w,n,w,o,p,w,y,d,p
x,f,p,f,c,f,w,n,u,e,b,s,s,w,w,w,o,p,n,v,d,p
f,f,y,f,f,f,c,b,p,e,b,k,s,p,w,w,o,l,h,y,d,p
f,f,g,f,f,f,c,b,h,e,b,k,k,p,n,w,o,p,h,v,p,p
f,y,e,t,n,f,c,b,p,t,b,s,s,g,g,w,o,p,k,v,d,e
x,y,y,f,f,f,c,b,g,e,b,k,k,w,b,w,o,l,w,v,p,p
f,f,y,f,f,f,c,b,g,e,b,k,k,b,p,w,o,l,h,v,p,p
x,f,g,f,c,f,c,n,g,e,b,s,s,w,w,w,o,p,n,s,d,p
x,s,p,f,c,f,w,n,u,e,b,s,s,w,w,w,o,p,w,v,d,p
x,f,e,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,n,v,d,e
